step,reward_mean,cov_rew_mean,col_rew_mean,aux_rew_mean
2924544,0.0173,30.3800,-4.1600,35.5377
2953216,0.0202,28.5200,-4.3200,34.1927
2981888,0.0161,28.2500,-4.7200,33.4211
3010560,0.0202,28.0100,-4.9600,33.0558
3039232,0.0762,28.1700,-4.8000,33.1342
3067904,0.1352,28.0200,-4.2400,35.4974
3096576,0.0776,27.9500,-4.4800,34.7536
3125248,0.0172,27.0000,-4.8000,32.8563
3153920,0.0153,30.5700,-4.8000,34.2178
3182592,0.0746,27.4600,-5.0400,32.0419
3211264,0.0195,28.7500,-4.8800,32.4325
3239936,0.0190,29.9800,-4.4000,33.7939
3268608,0.0186,30.6100,-3.6800,35.8325
3297280,0.0745,30.4000,-3.9200,36.0052
3325952,0.0773,30.2100,-4.1600,35.6930
3354624,0.0186,30.3200,-4.4000,35.3684
3383296,0.0772,31.4700,-4.2400,36.8088
3411968,0.0187,30.5000,-4.2400,36.2425
3440640,0.0193,30.2200,-4.0800,35.8628
3469312,0.0727,31.0000,-3.9200,36.0329
3497984,0.0748,30.7000,-4.4000,34.8771
3526656,0.0163,29.2300,-4.8800,33.2966
3555328,0.0132,29.8900,-4.7200,34.4668
3584000,0.0746,28.6100,-4.8000,33.2499
3612672,0.0191,28.2900,-4.4000,33.7613
3641344,0.0769,27.6200,-4.3200,34.2051
3670016,0.0187,29.9800,-4.0800,35.8842
3698688,0.0748,29.2300,-4.2400,34.4507
3727360,0.0767,27.0500,-4.8000,31.2195
3756032,0.0158,25.6900,-4.9600,29.6112
3784704,0.0163,28.1300,-4.5600,32.5361
3813376,0.0180,29.9600,-4.0800,35.0312
3842048,0.0190,28.3900,-4.9600,32.5025
3870720,0.0178,30.0300,-4.7200,33.9729
3899392,0.0170,30.6500,-4.2400,35.7480
3928064,0.0697,30.3400,-4.0000,35.7651
3956736,0.0195,28.3900,-4.3200,33.3896
3985408,0.0188,28.4200,-3.9200,34.8290
4014080,0.0198,28.7100,-3.8400,36.0174
4042752,0.0170,29.6600,-4.0000,35.3149
4071424,0.0178,30.0700,-3.8400,35.8722
4100096,0.0755,32.5200,-3.6000,37.4750
4128768,0.0170,31.7900,-3.1200,37.5195
4157440,0.0763,32.4600,-3.5200,37.7759
4186112,0.0198,33.2000,-3.5200,38.5141
4214784,0.0166,33.7300,-3.6000,38.7587
4243456,0.0198,33.4700,-3.2000,38.6130
4272128,0.0762,32.0100,-3.5200,37.0015
4300800,0.0186,30.1500,-4.0000,34.3934
4329472,0.0175,29.2000,-4.1600,33.0695
4358144,0.0197,30.7800,-4.0000,34.4562
4386816,0.0191,31.6100,-3.8400,35.8877
4415488,0.0182,31.5300,-3.3600,36.0604
4444160,0.1295,31.4100,-3.6800,35.6103
4472832,0.0185,31.9600,-3.6000,35.9495
4501504,0.0197,31.4900,-3.3600,36.8640
4530176,0.0194,30.7000,-3.3600,36.7494
4558848,0.0197,29.1800,-3.5200,36.0543
4587520,0.0186,29.7800,-3.5200,36.2246
4616192,0.0180,30.4200,-3.6000,36.9219
4644864,0.0169,32.3700,-3.7600,37.2349
4673536,0.0147,31.4700,-4.0800,36.6721
4702208,0.0197,30.0800,-4.2400,35.8806
4730880,0.0729,28.6900,-4.2400,35.1008
4759552,0.0730,28.9100,-4.4000,34.7531
4788224,0.0196,28.6300,-4.2400,34.9953
4816896,0.0744,30.1800,-3.7600,36.4640
4845568,0.0196,30.4500,-3.7600,35.6700
4874240,0.0734,32.4600,-2.8000,38.0490
4902912,0.0194,33.0500,-2.3200,38.9897
4931584,0.0196,34.1200,-2.0800,40.0135
4960256,0.0736,32.5500,-2.4800,38.4457
4988928,0.0196,32.6600,-2.5600,38.3948
5017600,0.0177,32.1100,-2.7200,37.9021
5046272,0.0152,34.0500,-2.3200,39.4726
5074944,0.0179,31.3800,-2.8800,37.6130
5103616,0.0140,30.7200,-3.2800,36.7819
5132288,0.0196,30.2200,-3.3600,36.6732
5160960,0.0144,31.6200,-3.2000,37.0447
5189632,0.0179,31.6400,-3.4400,36.6950
5218304,0.0195,33.4100,-3.2000,37.9206
5246976,0.0196,33.2700,-2.8800,39.2552
5275648,0.0740,32.0100,-2.8800,38.9995
5304320,0.0754,31.2300,-3.5200,36.5650
5332992,0.0195,30.8200,-3.6800,35.0106
5361664,0.0195,33.0000,-3.0400,37.4136
5390336,0.0186,32.6700,-2.9600,37.9733
5419008,0.0195,33.2500,-3.1200,37.8490
5447680,0.0195,31.7600,-3.2800,36.6536
5476352,0.0177,31.5600,-3.4400,35.3433
5505024,0.0185,31.4500,-3.3600,35.7130
5533696,0.0723,32.7200,-3.3600,36.6673
5562368,0.0195,33.3000,-3.3600,37.1011
5591040,0.0195,34.7500,-2.9600,38.4213
5619712,0.0737,31.8700,-3.2000,36.3116
5648384,0.0195,29.9800,-3.4400,35.7111
5677056,0.0195,29.3400,-3.2000,36.4506
5705728,0.0188,32.1900,-2.7200,38.7968
5734400,0.0195,34.8300,-2.3200,40.4289
5763072,0.0195,35.6200,-2.3200,40.7791
5791744,0.1280,35.6800,-2.0000,41.8911
5820416,0.0185,33.5000,-2.4000,40.1697
5849088,0.0176,33.8200,-2.5600,40.3643
5877760,0.0718,32.8600,-3.2000,38.3796
5906432,0.0717,32.7500,-3.0400,37.8251
5935104,0.0188,31.7800,-2.9600,36.5554
5963776,0.0741,30.2600,-3.1200,36.1553
5992448,0.0182,30.2400,-3.2800,36.1013
6021120,0.0710,33.0800,-2.8000,38.2554
6049792,0.0194,37.0900,-2.0800,41.5474
6078464,0.0194,38.4500,-1.7600,42.0495
6107136,0.0194,35.7500,-2.1600,40.8012
6135808,0.0190,34.2700,-2.4000,40.0797
6164480,0.0750,33.9400,-2.7200,40.1316
6193152,0.0194,34.7800,-2.6400,40.8108
6221824,0.0725,34.0000,-2.7200,40.3620
6250496,0.0166,32.8300,-2.7200,39.2018
6279168,0.0194,33.0700,-2.7200,38.9484
6307840,0.0194,33.9900,-2.5600,38.0839
6336512,0.0160,35.4500,-2.5600,38.9639
6365184,0.0181,34.3700,-2.8800,39.2760
6393856,0.0182,33.0900,-3.2800,38.1315
6422528,0.0748,34.0200,-3.0400,38.4761
6451200,0.0148,33.5900,-2.7200,39.2757
6479872,0.0702,34.8500,-2.1600,41.3444
6508544,0.0194,34.6000,-2.3200,40.9260
6537216,0.0157,33.7500,-2.4000,39.5626
6565888,0.0162,32.9600,-2.8000,38.6479
6594560,0.0194,33.0500,-2.7200,38.1667
6623232,0.0183,33.1900,-2.8000,38.0737
6651904,0.0748,34.1900,-2.8800,38.0882
6680576,0.0740,34.2500,-2.6400,39.1663
6709248,0.0172,33.7000,-2.7200,38.8982
6737920,0.0194,33.3800,-2.5600,38.8682
6766592,0.0194,33.8200,-2.8800,38.0933
6795264,0.0720,33.8900,-2.5600,38.1973
6823936,0.0182,34.4600,-2.7200,38.0083
6852608,0.0747,36.0800,-2.2400,40.6372
6881280,0.0176,35.4000,-2.5600,40.5725
6909952,0.0194,35.5100,-2.3200,41.4053
6938624,0.1300,34.8100,-2.2400,40.5095
6967296,0.0194,35.8000,-2.4800,40.2364
6995968,0.0166,36.0200,-2.4000,40.0130
7024640,0.0181,36.3700,-2.3200,40.2352
7053312,0.0193,35.4300,-2.3200,39.1516
7081984,0.0193,35.0700,-2.1600,39.5990
7110656,0.0733,35.1600,-2.1600,39.8786
7139328,0.0718,35.3800,-1.8400,40.8855
7168000,0.0746,35.9800,-1.6000,42.2349
7196672,0.0142,34.4400,-1.8400,40.9979
7225344,0.0667,35.9800,-1.7600,41.9765
7254016,0.0166,36.3800,-1.6800,42.1770
7282688,0.0193,34.4200,-2.3200,40.4269
7311360,0.0179,34.2000,-2.4800,39.9392
7340032,0.0193,34.7700,-2.6400,39.5149
7368704,0.0193,34.6900,-2.8800,37.1140
7397376,0.0193,33.4000,-3.1200,36.8953
7426048,0.0694,32.1600,-3.2800,36.2561
7454720,0.0193,33.1000,-2.8000,38.4429
7483392,0.0175,32.1300,-2.8800,37.4122
7512064,0.0176,32.4300,-2.6400,38.6758
7540736,0.0738,33.6100,-2.8000,38.7590
7569408,0.0193,33.1000,-2.7200,38.2647
7598080,0.0181,32.5300,-3.2000,37.7101
7626752,0.0165,30.2100,-3.3600,35.5600
7655424,0.0169,32.2600,-3.1200,36.6263
7684096,0.0193,33.7400,-3.2000,37.2671
7712768,0.0193,35.2600,-2.6400,39.3454
7741440,0.0743,34.3800,-2.7200,39.1664
7770112,0.0189,34.8200,-2.3200,39.4206
7798784,0.0165,34.9200,-2.4800,39.1552
7827456,0.0191,34.3700,-2.8800,38.1088
7856128,0.0192,35.5100,-2.4800,39.9747
7884800,0.0192,36.5400,-2.4000,40.8390
7913472,0.0742,36.7900,-1.6000,42.6769
7942144,0.0192,35.9500,-1.9200,41.5602
7970816,0.0192,36.1800,-2.0000,41.7461
7999488,0.0185,36.9100,-2.0000,42.1131
8028160,0.0165,35.8200,-2.6400,39.7835
8056832,0.0192,33.9600,-3.2000,37.9277
8085504,0.0192,33.5700,-3.2800,37.4012
8114176,0.0192,33.9200,-2.8800,39.1200
8142848,0.0185,34.1000,-2.6400,39.9223
8171520,0.0192,35.8800,-2.4000,41.6814
8200192,0.0174,36.9400,-1.7600,42.7206
8228864,0.1290,36.4700,-1.6800,42.9887
8257536,0.0146,35.1300,-1.8400,41.6650
8286208,0.0700,33.1400,-2.7200,39.1202
8314880,0.0192,33.8100,-3.0400,38.6698
8343552,0.0179,35.5100,-3.1200,39.1501
8372224,0.0192,34.4800,-3.2000,38.3055
8400896,0.0192,33.7600,-2.6400,38.4924
8429568,0.0192,32.5500,-3.0400,37.3224
8458240,0.0164,34.9800,-2.6400,39.6349
8486912,0.0137,35.6200,-2.7200,38.8524
8515584,0.0175,34.6300,-2.4000,38.5264
8544256,0.0721,34.4000,-2.4000,38.7119
8572928,0.0702,34.0300,-2.3200,39.5053
8601600,0.0192,35.3100,-2.1600,40.9066
8630272,0.0192,35.3900,-2.0000,41.8422
8658944,0.0176,34.5600,-2.4000,40.0455
8687616,0.0739,35.3300,-2.4000,39.7303
8716288,0.0739,34.2800,-2.7200,38.6455
8744960,0.0182,34.4000,-2.5600,37.8312
8773632,0.0192,35.0400,-2.4800,37.9917
8802304,0.0707,33.0800,-2.6400,37.1872
8830976,0.0187,34.4700,-2.8000,38.7962
8859648,0.0728,35.2600,-2.4800,40.4130
8888320,0.0191,37.7900,-2.1600,41.5234
8916992,0.0191,37.7100,-1.8400,42.1500
8945664,0.0178,36.4200,-2.0800,41.0529
8974336,0.0164,33.9100,-2.3200,38.6441
9003008,0.5367,34.3400,-2.5600,38.6313
9031680,0.0191,35.1200,-2.5600,38.8541
9060352,0.0191,35.6200,-2.3200,40.5488
9089024,0.0142,36.5300,-2.1600,41.2068
9117696,-0.3661,35.9300,-2.0000,41.5627
9146368,0.0175,35.9800,-2.0000,41.6632
9175040,0.0180,36.0800,-2.1600,40.7188
9203712,0.0191,35.0300,-2.4000,39.3609
9232384,0.0191,33.8800,-2.5600,38.0261
9261056,0.0710,32.6400,-2.4000,38.0307
9289728,0.0189,32.8200,-2.4000,37.6840
9318400,0.0180,32.8500,-2.2400,38.6676
9347072,0.0169,32.8900,-2.4000,38.9973
9375744,0.0191,32.7600,-2.4800,39.2661
9404416,0.0154,33.5400,-2.4800,39.3738
9433088,0.0191,35.7400,-2.0800,40.7958
9461760,0.0189,36.8100,-2.1600,40.7138
9490432,0.0175,37.6100,-1.9200,41.5874
9519104,0.0186,38.0200,-1.7600,42.0387
9547776,0.0179,36.8200,-1.8400,40.8353
9576448,0.0191,36.1400,-1.9200,40.8214
9605120,0.0188,33.6100,-2.2400,39.4706
9633792,0.0164,34.2300,-2.0800,40.7547
9662464,0.0168,34.3700,-1.8400,41.0322
9691136,0.0191,35.2500,-2.1600,39.9774
9719808,0.0156,34.5200,-2.5600,38.8697
9748480,0.0736,34.3400,-2.4800,39.8970
9777152,0.0164,33.4600,-2.4800,39.6628
9805824,0.0127,33.1000,-2.4800,39.7234
9834496,0.0164,33.3100,-2.8000,38.1707
9863168,0.0191,34.0200,-2.6400,38.6690
9891840,0.0736,34.5200,-2.4800,39.0498
9920512,0.0191,35.7500,-2.3200,40.1307
9949184,0.0163,35.8500,-2.1600,40.6568
9977856,0.0736,35.2400,-2.3200,39.8387
10006528,0.0191,35.9000,-2.1600,39.9716
