step,reward_mean_norm,reward_mean_raw,cov_rew_mean,col_rew_mean,aux_rew_mean,ep_len_mean,cov_per_step_mean,aux_per_step_mean
3833856,0.0145,0.7808,362.6810,-7.4400,133.7643,680.66,4.2158,0.1896
3846144,0.0112,0.6064,367.2310,-7.4400,139.6078,708.14,4.1700,0.1904
3858432,0.0134,0.7234,360.8360,-7.5200,130.4227,659.45,2.5298,0.1911
3870720,0.0135,0.7312,358.7690,-7.6000,125.3783,634.60,2.5132,0.1912
3883008,0.0122,0.6594,362.1570,-7.6000,127.7610,642.66,3.9181,0.1897
3895296,0.0126,0.6782,369.3680,-7.4400,135.9360,680.56,3.8872,0.1907
3907584,0.0140,0.7563,367.4160,-7.5200,138.6055,683.42,2.1933,0.1961
3919872,0.0129,0.6988,363.5260,-7.5200,132.8041,659.46,3.5881,0.1916
3932160,0.0151,0.8146,364.8491,-7.5200,136.9359,674.17,4.2987,0.1914
3944448,0.0104,0.5589,363.4270,-7.6000,142.2536,695.67,4.2644,0.1924
3956736,0.0145,0.7850,352.3130,-7.6000,130.8066,644.87,2.9561,0.1915
3969024,0.0113,0.6110,354.1610,-7.6000,136.0671,664.85,4.4603,0.1910
3981312,0.0119,0.6418,361.4380,-7.4400,144.2018,702.88,4.4144,0.1938
3993600,0.0150,0.8107,353.8290,-7.5200,139.7275,675.41,4.0594,0.1975
4005888,0.0139,0.7500,338.7260,-7.6800,123.4774,595.20,5.3338,0.1953
4018176,0.0145,0.7832,344.6910,-7.8400,125.1481,604.55,5.3403,0.1953
4030464,0.0141,0.7592,348.3510,-7.8400,122.8071,594.71,3.8404,0.1970
4042752,0.0122,0.6595,347.5681,-7.9200,121.1845,584.87,3.8925,0.1950
4055040,0.0145,0.7834,357.3610,-7.9200,129.5491,624.48,2.2024,0.1985
4067328,0.0126,0.6803,366.2401,-7.9200,135.5000,651.33,0.9370,0.2016
4079616,0.0135,0.7302,362.2130,-7.9200,135.2731,648.40,0.9087,0.2027
4091904,0.0143,0.7707,362.7270,-7.9200,139.3034,663.69,2.2199,0.2018
4104192,0.0122,0.6574,364.6520,-7.8400,140.9413,670.20,2.1979,0.2032
4116480,0.0118,0.6392,359.7850,-7.8400,142.9229,671.76,3.3259,0.2037
4128768,0.0141,0.7614,365.1760,-7.6800,147.3266,687.01,4.6391,0.2035
4141056,0.0139,0.7499,360.7990,-7.6800,142.3111,669.32,4.6520,0.2008
4153344,0.0128,0.6900,366.6960,-7.6000,149.2055,695.46,5.0084,0.2030
4165632,0.0123,0.6642,364.9430,-7.6800,151.8903,705.44,5.0218,0.2052
4177920,0.0144,0.7752,354.0551,-7.7600,134.4680,642.66,3.8850,0.2010
4190208,0.0149,0.8058,344.7920,-7.9200,125.7006,602.17,3.9334,0.1989
4202496,0.0126,0.6779,349.0740,-7.9200,130.6245,625.17,3.9133,0.2000
4214784,0.0129,0.6973,351.7930,-7.9200,131.4281,628.69,2.1870,0.2018
4227072,0.0142,0.7665,351.6420,-7.8400,128.7523,618.55,2.2273,0.2002
4239360,0.0153,0.8279,348.6640,-7.8400,124.1579,598.00,3.3535,0.1985
4251648,0.0119,0.6431,351.9680,-7.7600,129.6228,623.57,1.9730,0.2005
4263936,0.0113,0.6098,361.2141,-7.7600,140.6845,677.91,1.9436,0.2011
4276224,0.0119,0.6435,356.2700,-7.6800,134.9868,656.45,1.9530,0.1997
4288512,0.0122,0.6588,360.3849,-7.5200,138.9284,673.86,1.9220,0.2008
4300800,0.0128,0.6928,363.8010,-7.6000,144.5849,703.95,2.1992,0.2010
4313088,0.0145,0.7822,367.3440,-7.6000,147.4854,712.34,2.2113,0.2011
4325376,0.0132,0.7107,360.9820,-7.6800,138.3039,672.66,2.2758,0.1985
4337664,0.0125,0.6735,363.2530,-7.6000,143.6463,693.23,2.2928,0.1992
4349952,0.0114,0.6137,365.8730,-7.6800,143.5241,700.10,2.2741,0.1968
4362240,0.0132,0.7101,362.3960,-7.7600,136.1341,671.89,2.3595,0.1941
4374528,0.0116,0.6250,366.5480,-7.7600,145.0457,706.30,0.9033,0.1978
4386816,0.0119,0.6423,374.2620,-7.7600,154.2064,756.06,0.8208,0.1968
4399104,0.0140,0.7570,373.1959,-7.7600,151.5768,748.86,0.7553,0.1972
4411392,0.0134,0.7218,367.0520,-7.7600,141.5633,706.23,0.7678,0.1959
4423680,0.0144,0.7769,357.2150,-7.8400,132.3256,653.80,0.7665,0.1982
4435968,0.0124,0.6679,355.2831,-7.8400,128.4984,642.53,0.8096,0.1965
4448256,0.0134,0.7255,349.6180,-7.8400,119.0168,597.99,0.8688,0.1951
4460544,0.0122,0.6557,357.2720,-7.7600,129.1891,647.90,0.8462,0.1943
4472832,0.0132,0.7126,361.3810,-7.6800,131.3962,656.92,0.8475,0.1944
4485120,0.0142,0.7643,365.5800,-7.6800,135.0426,672.19,2.1707,0.1937
4497408,0.0119,0.6421,371.8800,-7.6000,141.9032,704.75,2.1049,0.1951
4509696,0.0118,0.6366,368.0770,-7.6800,142.9922,707.18,2.0650,0.1952
4521984,0.0147,0.7950,365.8380,-7.7600,142.2586,695.28,2.0689,0.1992
4534272,0.0159,0.8552,349.4180,-7.8400,124.6722,607.57,2.2050,0.1986
4546560,0.0131,0.7056,353.0371,-7.7600,127.6011,618.82,4.6227,0.1972
4558848,0.0122,0.6570,356.1290,-7.6800,133.2928,646.08,4.5890,0.1975
4571136,0.0130,0.6988,356.6261,-7.6800,128.1166,621.90,4.6570,0.1963
4583424,0.0120,0.6487,360.5099,-7.5200,134.6762,651.11,4.6277,0.1975
4595712,0.0135,0.7294,366.7930,-7.4400,138.7775,676.21,4.5823,0.1965
4608000,0.0111,0.5999,370.4689,-7.3600,146.7355,719.75,4.5064,0.1969
4620288,0.0136,0.7329,371.7630,-7.3600,144.0070,712.60,0.8197,0.1990
4632576,0.0118,0.6370,372.0400,-7.3600,143.2407,710.49,3.0039,0.1961
4644864,0.0137,0.7405,369.4730,-7.4400,143.6742,709.82,2.9946,0.1979
4657152,0.0130,0.6986,370.7930,-7.4400,139.9056,696.77,3.0528,0.1959
4669440,0.0127,0.6836,368.4570,-7.5200,140.9219,692.52,3.0259,0.1976
4681728,0.0120,0.6473,360.6750,-7.6000,137.1682,672.72,4.6351,0.1961
4694016,0.0138,0.7426,355.2160,-7.7600,132.1673,647.60,4.6418,0.1955
4706304,0.0123,0.6647,358.0810,-7.6800,135.6820,662.55,2.4682,0.1981
4718592,0.0122,0.6552,365.8680,-7.6800,147.1931,714.40,2.3985,0.1987
4730880,0.0132,0.7100,365.4270,-7.5200,146.3766,709.26,2.4279,0.1973
4743168,0.0122,0.6579,368.7610,-7.5200,149.3128,721.46,4.3387,0.1963
4755456,0.0138,0.7419,374.5670,-7.4400,150.9585,727.46,4.0135,0.1971
4767744,0.0134,0.7199,374.1460,-7.3600,148.6497,722.59,4.0258,0.1951
4780032,0.0132,0.7122,368.7080,-7.5200,143.0650,696.65,4.0431,0.1945
4792320,0.0122,0.6560,370.0710,-7.5200,145.2875,700.31,4.0453,0.1972
4804608,0.0125,0.6723,372.8480,-7.6000,147.9241,713.21,4.0195,0.1979
4816896,0.0137,0.7366,370.1040,-7.5200,145.3273,697.19,3.9066,0.1981
4829184,0.0119,0.6439,373.4750,-7.5200,150.6394,719.67,2.6110,0.2004
4841472,0.0128,0.6898,371.0130,-7.6000,151.5230,721.51,2.6023,0.2017
4853760,0.0140,0.7559,370.3880,-7.4400,148.1401,709.64,4.4997,0.1995
4866048,0.0123,0.6607,363.5081,-7.4400,138.0399,672.91,4.5232,0.1972
4878336,0.0122,0.6570,368.3199,-7.4400,146.8573,710.74,5.9150,0.1964
4890624,0.0123,0.6645,369.8050,-7.5200,147.2335,714.79,4.1286,0.1976
4902912,0.0134,0.7208,366.4270,-7.4400,145.0138,703.37,4.1381,0.1988
4915200,0.0134,0.7198,365.7730,-7.5200,144.8936,703.07,6.0486,0.1962
4927488,0.0132,0.7124,365.9390,-7.4400,143.9628,703.93,5.3678,0.1936
4939776,0.0134,0.7219,360.6030,-7.4400,139.8578,678.23,5.3856,0.1951
4952064,0.0143,0.7678,350.4609,-7.6000,128.6740,627.38,3.9680,0.1954
4964352,0.0118,0.6383,355.8090,-7.5200,134.2756,654.73,5.8710,0.1939
4976640,0.0123,0.6648,363.8340,-7.3600,137.6232,668.94,5.8908,0.1944
4988928,0.0149,0.8011,363.7230,-7.2800,138.1471,667.67,3.8807,0.1970
5001216,0.0116,0.6237,369.6910,-7.2800,146.9500,706.49,2.6556,0.2003
5013504,0.0147,0.7937,370.5591,-7.3600,147.0879,703.31,2.6586,0.2017
5025792,0.0124,0.6687,378.3951,-7.2000,150.8783,726.07,2.6495,0.2010
5038080,0.0120,0.6442,374.3651,-7.3600,150.6860,718.98,1.7521,0.2019
5050368,0.0146,0.7834,364.3280,-7.6000,142.4110,672.73,1.8333,0.2033
5062656,0.0141,0.7575,361.9150,-7.6000,141.4142,670.61,1.8515,0.2038
5074944,0.0131,0.7062,361.3510,-7.5200,136.7066,649.83,1.8798,0.2020
5087232,0.0131,0.7034,368.0990,-7.5200,147.0238,691.90,1.8183,0.2046
5099520,0.0114,0.6117,369.0280,-7.5200,148.6785,699.42,1.8061,0.2046
5111808,0.0142,0.7642,367.8500,-7.6800,146.8823,689.65,2.6691,0.2053
5124096,0.0128,0.6873,372.3110,-7.6000,151.8716,716.88,2.6487,0.2049
5136384,0.0132,0.7108,372.2600,-7.6800,151.8258,716.08,4.9232,0.2032
5148672,0.0119,0.6385,373.7299,-7.6800,156.7461,735.03,4.9800,0.2056
5160960,0.0121,0.6530,367.4550,-7.7600,151.1331,717.44,5.0035,0.2025
5173248,0.0148,0.7952,357.8430,-7.8400,135.5900,656.24,6.7740,0.1957
5185536,0.0133,0.7168,361.8950,-7.6000,137.9781,672.45,4.8610,0.1962
5197824,0.0124,0.6680,365.6330,-7.6000,138.6543,675.01,4.8500,0.1963
5210112,0.0142,0.7644,372.4860,-7.4400,143.5612,690.97,2.5969,0.1991
5222400,0.0118,0.6366,376.6600,-7.3600,149.2154,717.88,2.4929,0.2000
5234688,0.0135,0.7234,380.2330,-7.1200,151.7614,721.43,1.5606,0.2014
5246976,0.0138,0.7438,380.9410,-7.1200,153.9224,722.00,1.5827,0.2060
5259264,0.0167,0.8973,366.6680,-7.2800,137.5556,646.81,1.7155,0.2033
5271552,0.0131,0.7068,360.0861,-7.5200,134.2752,632.79,1.7037,0.2040
5283840,0.0119,0.6403,362.3060,-7.3600,134.4049,638.15,1.7186,0.2021
5296128,0.0119,0.6374,358.6180,-7.5200,129.0014,625.29,1.6869,0.1995
5308416,0.0134,0.7197,369.2940,-7.3600,139.3997,677.69,2.7377,0.1987
5320704,0.0126,0.6752,369.6850,-7.3600,140.5220,694.71,2.6660,0.1957
5332992,0.0129,0.6914,372.0280,-7.3600,145.9799,725.45,3.3622,0.1943
5345280,0.0138,0.7416,369.3650,-7.2000,141.0001,708.35,3.4158,0.1917
5357568,0.0118,0.6346,365.0340,-7.2800,138.4350,700.00,3.4399,0.1914
5369856,0.0142,0.7659,358.7340,-7.5200,128.8918,655.92,1.6151,0.1919
5382144,0.0131,0.7028,355.1520,-7.5200,125.5535,632.33,1.7032,0.1923
5394432,0.0134,0.7186,356.4060,-7.5200,129.1756,649.89,1.6957,0.1924
5406720,0.0117,0.6304,352.0780,-7.6800,125.2135,633.70,0.9347,0.1927
5419008,0.0133,0.7152,353.7709,-7.8400,125.8400,639.49,0.9483,0.1914
5431296,0.0139,0.7464,357.0760,-7.7600,129.5469,652.04,0.9685,0.1916
5443584,0.0147,0.7885,356.0810,-7.6800,124.4234,632.50,0.9813,0.1913
5455872,0.0131,0.7023,356.1010,-7.6800,123.5308,629.64,2.9673,0.1892
5468160,0.0132,0.7108,355.0730,-7.7600,122.9481,621.31,3.0057,0.1899
5480448,0.0129,0.6935,356.9730,-7.6800,125.9516,628.42,2.9899,0.1926
5492736,0.0120,0.6471,364.0780,-7.6000,135.8611,673.10,2.9062,0.1942
5505024,0.0141,0.7594,367.5960,-7.4400,139.2746,688.48,2.7990,0.1933
5517312,0.0151,0.8119,362.1811,-7.5200,132.8582,652.42,2.8442,0.1932
5529600,0.0148,0.7972,357.5430,-7.5200,127.4893,626.83,2.9015,0.1920
5541888,0.0138,0.7449,349.9920,-7.6000,117.2550,580.59,5.2740,0.1877
5554176,0.0134,0.7189,346.2620,-7.8400,111.7696,561.23,6.8054,0.1849
5566464,0.0130,0.6990,353.0561,-7.7600,120.6270,603.76,6.8031,0.1875
5578752,0.0138,0.7452,354.6310,-7.7600,123.4464,617.31,8.0027,0.1871
5591040,0.0138,0.7406,357.7270,-7.6800,126.8243,627.76,7.9753,0.1893
5603328,0.0127,0.6851,366.6800,-7.5200,135.6441,671.28,7.9209,0.1902
5615616,0.0132,0.7103,372.0270,-7.2800,139.3791,688.60,5.6211,0.1906
5627904,0.0144,0.7739,363.8270,-7.3600,129.6724,639.57,5.6292,0.1907
5640192,0.0137,0.7383,361.4319,-7.4400,130.0148,642.43,5.5475,0.1916
5652480,0.0116,0.6239,366.3980,-7.4400,137.8320,679.65,3.9474,0.1942
5664768,0.0137,0.7392,357.5681,-7.6000,133.2954,652.50,5.4057,0.1934
5677056,0.0134,0.7199,345.6580,-7.8400,123.4330,607.18,5.4367,0.1934
5689344,0.0141,0.7562,351.8400,-7.8400,131.3954,638.84,3.9011,0.1971
5701632,0.0149,0.8014,351.6970,-7.8400,125.5695,616.75,2.2957,0.1956
5713920,0.0127,0.6820,354.6370,-7.7600,125.6412,613.27,2.3138,0.1962
5726208,0.0133,0.7147,363.1440,-7.6800,130.7238,642.28,1.8186,0.1954
5738496,0.0136,0.7334,356.2260,-7.7600,124.1602,610.91,1.8783,0.1954
5750784,0.0123,0.6601,354.9220,-7.7600,127.2740,629.21,1.8931,0.1950
5763072,0.0134,0.7211,359.5790,-7.7600,132.9201,648.77,3.5999,0.1944
5775360,0.0129,0.6931,361.7620,-7.8400,136.5399,668.54,5.8347,0.1929
5787648,0.0133,0.7181,358.3930,-7.8400,129.6356,643.66,4.8986,0.1919
5799936,0.0139,0.7503,364.0120,-7.7600,134.8906,673.65,4.8536,0.1918
5812224,0.0128,0.6881,366.6070,-7.7600,135.3645,672.47,4.7972,0.1912
5824512,0.0123,0.6618,359.6200,-7.8400,130.8413,654.03,6.1041,0.1890
5836800,0.0138,0.7447,362.9430,-7.6800,134.6235,669.24,5.6515,0.1901
5849088,0.0147,0.7912,355.6140,-7.7600,127.1503,629.79,7.2151,0.1884
5861376,0.0159,0.8551,348.6120,-7.6800,117.9142,583.45,7.2676,0.1860
5873664,0.0134,0.7203,347.3300,-7.6000,114.2561,568.43,7.3217,0.1865
5885952,0.0138,0.7415,348.9690,-7.6000,116.5481,577.96,4.3250,0.1906
5898240,0.0127,0.6827,351.4320,-7.6800,118.9864,591.71,2.5039,0.1915
5910528,0.0121,0.6531,356.1730,-7.6000,122.9776,611.19,0.9719,0.1932
5922816,0.0131,0.7032,361.5190,-7.6000,129.9265,648.82,0.9487,0.1940
5935104,0.0133,0.7188,368.1500,-7.4400,139.6681,689.73,0.8877,0.1975
5947392,0.0129,0.6954,368.8690,-7.3600,139.7136,693.09,2.2387,0.1937
5959680,0.0122,0.6557,374.9310,-7.3600,145.5993,724.09,2.1455,0.1940
5971968,0.0132,0.7117,376.6370,-7.3600,143.6943,721.41,2.1560,0.1916
5984256,0.0131,0.7052,365.3900,-7.6000,137.4350,694.40,2.1376,0.1905
5996544,0.0118,0.6337,368.9590,-7.5200,141.3492,706.59,2.1577,0.1920
6008832,0.0133,0.7169,366.7711,-7.6800,139.0539,699.54,2.1660,0.1904
6021120,0.0139,0.7480,367.4450,-7.6000,136.8411,686.35,0.8786,0.1913
6033408,0.0133,0.7147,363.6989,-7.6000,130.9290,655.93,0.9598,0.1901
6045696,0.0124,0.6656,365.4700,-7.6000,137.1343,681.96,3.0236,0.1910
6057984,0.0129,0.6920,361.6589,-7.6000,133.4390,666.84,3.0085,0.1906
6070272,0.0115,0.6180,355.1510,-7.6800,128.8840,648.21,3.0088,0.1911
6082560,0.0140,0.7550,347.6760,-7.8400,123.5581,625.29,3.0036,0.1915
6094848,0.0119,0.6418,349.3280,-7.9200,129.6929,649.77,2.9216,0.1940
6107136,0.0134,0.7190,357.4820,-7.8400,131.4517,664.96,0.7967,0.1938
6119424,0.0122,0.6566,363.0690,-7.6800,132.8959,670.26,2.5601,0.1925
6131712,0.0126,0.6775,368.3290,-7.6000,138.2671,696.05,2.5624,0.1925
6144000,0.0155,0.8370,362.5750,-7.6000,128.4854,644.57,2.6056,0.1932
6156288,0.0137,0.7401,371.4619,-7.4400,133.1643,667.98,2.5871,0.1925
6168576,0.0133,0.7144,362.2550,-7.5200,130.0753,644.32,2.5940,0.1955
6180864,0.0140,0.7520,351.4260,-7.6800,121.9706,604.59,1.9743,0.1940
6193152,0.0127,0.6815,352.8641,-7.6800,119.8425,595.81,1.9803,0.1939
6205440,0.0117,0.6293,361.9620,-7.6000,132.7982,655.12,1.9046,0.1954
6217728,0.0098,0.5277,370.8860,-7.4400,139.3000,685.36,1.8968,0.1943
6230016,0.0092,0.4941,378.4630,-7.6000,157.5471,776.34,1.8772,0.1943
6242304,0.0133,0.7139,375.7770,-7.6000,156.3941,773.48,3.8408,0.1926
6254592,0.0118,0.6330,387.3810,-7.4400,169.0115,834.95,5.6788,0.1918
6266880,0.0122,0.6549,390.0350,-7.3600,166.8816,835.43,4.5717,0.1906
6279168,0.0126,0.6786,378.1910,-7.6000,158.8654,797.32,4.6172,0.1890
6291456,0.0138,0.7418,376.5980,-7.6000,155.8816,789.25,4.6223,0.1887
6303744,0.0132,0.7105,370.3120,-7.3600,139.3863,711.04,4.6683,0.1874
6316032,0.0138,0.7439,366.0750,-7.2800,129.6495,664.11,2.8273,0.1879
6328320,0.0107,0.5748,373.9810,-7.1200,139.3008,711.73,0.9671,0.1895
6340608,0.0123,0.6620,375.6201,-7.1200,142.4876,719.23,2.6268,0.1908
6352896,0.0131,0.7057,380.5170,-6.9600,147.4983,736.16,2.6023,0.1936
6365184,0.0128,0.6895,376.3970,-7.0400,145.6877,724.43,3.8115,0.1931
6377472,0.0117,0.6302,378.1880,-7.1200,151.4082,751.10,3.7736,0.1935
6389760,0.0142,0.7660,376.9290,-7.2000,149.7509,739.14,3.7458,0.1933
6402048,0.0130,0.7008,376.1380,-7.2000,148.5439,728.46,5.1468,0.1929
6414336,0.0127,0.6817,368.7340,-7.3600,139.2532,691.21,3.5099,0.1906
6426624,0.0120,0.6462,370.8680,-7.3600,144.6340,718.37,3.5017,0.1895
6438912,0.0138,0.7401,374.4600,-7.1200,146.3855,727.41,2.2994,0.1904
6451200,0.0112,0.6034,371.6830,-7.2800,141.5695,714.26,2.2863,0.1871
6463488,0.0117,0.6270,373.0420,-7.3600,148.0948,741.87,2.2451,0.1896
6475776,0.0137,0.7384,368.9950,-7.3600,142.2439,723.28,0.8345,0.1891
6488064,0.0134,0.7207,369.2820,-7.2800,142.6341,720.50,0.8411,0.1898
6500352,0.0121,0.6501,370.0090,-7.2000,142.5114,720.92,0.8048,0.1896
6512640,0.0122,0.6581,368.9070,-7.4400,142.3354,728.31,0.7953,0.1883
6524928,0.0125,0.6703,372.0680,-7.2800,142.1867,722.65,0.8628,0.1889
6537216,0.0132,0.7085,366.5480,-7.4400,133.0480,687.18,0.8999,0.1850
6549504,0.0133,0.7133,366.9290,-7.6000,133.4457,692.25,0.8941,0.1853
6561792,0.0140,0.7550,369.5350,-7.6800,132.0381,689.53,0.8884,0.1851
6574080,0.0122,0.6574,371.1220,-7.6800,134.8599,694.59,0.9029,0.1870
6586368,0.0128,0.6854,364.1960,-7.7600,131.5173,672.20,0.8632,0.1887
6598656,0.0125,0.6710,360.9040,-7.8400,130.9277,667.70,2.7662,0.1894
6610944,0.0122,0.6577,357.1130,-7.8400,131.3398,659.75,2.7823,0.1919
6623232,0.0121,0.6487,365.0930,-7.6800,141.6725,713.61,2.7565,0.1927
6635520,0.0138,0.7438,362.1540,-7.6000,138.6262,698.24,3.9648,0.1904
6647808,0.0119,0.6383,365.6800,-7.6000,144.4268,722.98,5.6888,0.1901
6660096,0.0136,0.7311,366.2970,-7.5200,142.0310,710.89,4.6104,0.1894
6672384,0.0125,0.6741,364.9630,-7.5200,140.7576,699.98,4.5943,0.1903
6684672,0.0119,0.6400,360.3510,-7.6000,137.6506,687.57,6.5205,0.1883
6696960,0.0131,0.7022,351.5860,-7.8400,132.2316,655.59,6.5436,0.1888
6709248,0.0124,0.6664,359.8810,-7.8400,141.3842,699.21,3.5390,0.1931
6721536,0.0118,0.6355,359.7050,-7.6800,138.4350,684.27,3.5611,0.1928
6733824,0.0120,0.6469,368.1920,-7.6000,147.7447,732.70,2.6416,0.1943
6746112,0.0141,0.7557,365.5880,-7.5200,142.3414,714.78,2.6596,0.1911
6758400,0.0118,0.6336,366.7510,-7.5200,142.9695,714.78,0.7543,0.1925
6770688,0.0136,0.7287,366.4380,-7.5200,143.2849,714.52,0.7590,0.1939
6782976,0.0126,0.6747,358.7970,-7.6000,136.2929,682.75,0.8095,0.1918
6795264,0.0149,0.8024,353.2350,-7.7600,125.8022,639.26,0.8813,0.1898
6807552,0.0104,0.5571,357.5450,-7.7600,130.0309,654.80,0.8640,0.1908
6819840,0.0144,0.7732,358.6381,-7.8400,128.7364,652.08,0.9834,0.1894
6832128,0.0131,0.7017,359.0520,-7.7600,130.5418,655.74,2.6397,0.1908
6844416,0.0146,0.7852,353.2040,-7.8400,121.8653,618.08,2.6332,0.1895
6856704,0.0121,0.6495,352.9450,-7.9200,127.2941,635.32,2.6046,0.1921
6868992,0.0126,0.6773,354.4020,-7.8400,129.6023,648.61,2.5961,0.1924
6881280,0.0118,0.6335,355.1790,-7.7600,131.3787,657.49,2.5327,0.1922
6893568,0.0138,0.7391,357.6650,-7.6800,133.1034,666.65,2.4898,0.1918
6905856,0.0128,0.6903,363.8180,-7.6800,139.0462,697.81,0.7794,0.1921
6918144,0.0120,0.6436,365.7419,-7.6800,142.3159,713.54,0.7816,0.1914
6930432,0.0134,0.7203,360.6210,-7.6800,133.2666,679.72,0.8088,0.1886
6942720,0.0116,0.6220,361.6400,-7.6800,132.6356,682.46,0.7978,0.1874
6955008,0.0129,0.6937,368.2280,-7.6800,137.6883,704.08,0.8055,0.1884
6967296,0.0116,0.6212,360.6660,-7.7600,134.1419,693.66,2.2247,0.1842
6979584,0.0111,0.5980,363.1330,-7.7600,140.5697,730.32,3.6422,0.1834
6991872,0.0128,0.6865,365.0540,-7.6800,141.9637,736.77,3.6626,0.1835
7004160,0.0107,0.5725,367.5850,-7.6800,147.7628,763.76,3.6407,0.1847
7016448,0.0122,0.6571,368.1929,-7.6000,148.7003,764.05,3.6260,0.1860
7028736,0.0133,0.7125,361.5860,-7.6800,141.5006,731.86,3.6720,0.1854
7041024,0.0122,0.6558,365.6150,-7.6800,141.9121,740.17,2.2488,0.1867
7053312,0.0130,0.6959,367.9730,-7.6000,141.3049,727.40,0.8027,0.1896
7065600,0.0138,0.7394,366.3200,-7.5200,138.4738,709.75,3.7098,0.1858
7077888,0.0126,0.6754,356.0861,-7.6000,128.1184,655.67,4.8552,0.1834
7090176,0.0113,0.6080,358.3320,-7.6800,133.2350,688.63,4.7844,0.1835
7102464,0.0124,0.6648,364.0840,-7.4400,141.4959,721.97,5.8403,0.1842
7114752,0.0132,0.7109,352.2190,-7.5200,132.6122,675.75,7.6700,0.1837
7127040,0.0125,0.6703,357.9170,-7.6000,135.1636,697.44,4.7689,0.1844
7139328,0.0104,0.5559,362.2920,-7.6800,140.7329,727.13,4.7129,0.1845
7151616,0.0121,0.6517,366.9099,-7.6000,142.3135,742.87,3.5998,0.1851
7163904,0.0154,0.8262,355.4210,-7.7600,125.9257,661.26,3.7536,0.1827
7176192,0.0140,0.7537,354.4570,-7.7600,124.0730,653.46,2.4615,0.1826
7188480,0.0147,0.7916,343.2550,-7.8400,112.1994,592.38,5.8664,0.1794
7200768,0.0110,0.5888,341.1530,-7.8400,111.6626,590.48,5.8524,0.1799
7213056,0.0109,0.5871,343.8430,-7.9200,115.9680,612.41,5.8691,0.1793
7225344,0.0123,0.6582,348.1930,-7.7600,122.4137,646.76,5.8241,0.1806
7237632,0.0120,0.6434,353.0530,-7.6800,126.5771,668.55,5.7602,0.1802
7249920,0.0124,0.6666,357.2050,-7.6800,131.3832,696.25,4.1194,0.1819
7262208,0.0129,0.6914,368.0269,-7.4400,140.5131,745.99,0.8091,0.1854
7274496,0.0128,0.6890,361.7079,-7.3600,130.0288,690.31,2.8152,0.1840
7286784,0.0124,0.6683,359.3460,-7.4400,129.9253,681.34,4.1612,0.1841
7299072,0.0123,0.6607,358.7970,-7.6000,131.6752,680.63,4.1540,0.1855
7311360,0.0134,0.7211,354.1590,-7.6800,129.2203,657.20,4.2099,0.1876
7323648,0.0137,0.7358,348.3660,-7.9200,122.1198,615.81,4.2155,0.1883
7335936,0.0122,0.6538,355.1820,-8.0000,133.1070,675.75,7.0124,0.1858
7348224,0.0125,0.6708,357.2020,-7.9200,132.3790,668.96,5.1404,0.1864
7360512,0.0135,0.7246,357.0260,-7.8400,131.2275,661.82,5.8582,0.1887
7372800,0.0129,0.6910,361.2380,-7.6800,131.7289,668.01,5.9074,0.1872
7385088,0.0122,0.6541,367.6250,-7.6800,141.1134,709.01,5.8720,0.1891
7397376,0.0149,0.8005,365.3661,-7.6000,135.9526,681.02,3.0274,0.1933
7409664,0.0120,0.6451,369.5390,-7.5200,140.4891,699.71,2.9420,0.1950
7421952,0.0131,0.7016,369.8000,-7.4400,139.7748,696.46,0.8552,0.1959
7434240,0.0121,0.6479,372.8241,-7.3600,142.9463,709.68,2.8825,0.1937
7446528,0.0127,0.6815,364.4360,-7.5200,140.5834,693.56,4.2204,0.1929
7458816,0.0129,0.6924,356.4380,-7.6000,131.1251,651.41,4.2988,0.1897
7471104,0.0148,0.7950,352.2860,-7.6000,128.0484,635.86,6.2042,0.1866
7483392,0.0140,0.7514,353.5010,-7.6000,126.6678,628.48,6.2598,0.1862
7495680,0.0124,0.6641,359.7200,-7.6800,134.4563,662.32,4.1856,0.1905
7507968,0.0137,0.7336,359.4850,-7.5200,127.1304,626.27,4.0042,0.1912
7520256,0.0125,0.6697,364.0630,-7.5200,135.6823,662.20,4.3201,0.1946
7532544,0.0142,0.7626,366.6840,-7.4400,135.7684,660.65,3.8914,0.1965
7544832,0.0158,0.8484,354.6910,-7.6800,124.5960,619.16,3.9287,0.1927
7557120,0.0122,0.6551,349.3380,-7.7600,120.1602,598.80,3.9686,0.1914
7569408,0.0127,0.6823,347.8940,-7.9200,122.6047,610.87,3.9567,0.1910
7581696,0.0145,0.7772,347.5880,-7.9200,117.1928,590.24,2.5024,0.1911
7593984,0.0136,0.7309,350.1060,-8.0000,120.8433,607.06,2.3668,0.1907
7606272,0.0146,0.7862,354.1790,-7.9200,126.3694,621.57,2.3151,0.1947
7618560,0.0104,0.5598,357.1110,-7.9200,130.3152,643.01,2.2809,0.1949
7630848,0.0134,0.7193,356.9361,-7.9200,128.5296,638.15,2.2578,0.1945
7643136,0.0137,0.7358,356.3390,-7.9200,130.6821,644.34,2.1977,0.1961
7655424,0.0127,0.6827,359.3291,-7.9200,133.6950,656.75,2.1721,0.1971
7667712,0.0128,0.6895,364.8320,-7.9200,141.7698,693.82,0.7728,0.1996
7680000,0.0146,0.7854,362.0810,-7.7600,131.7865,652.70,0.8542,0.1973
7692288,0.0126,0.6779,360.1089,-7.6800,133.1666,656.41,0.8402,0.1989
7704576,0.0159,0.8560,360.9510,-7.6000,129.8721,636.94,0.9253,0.1997
