step,reward_mean,cov_rew_mean,col_rew_mean,aux_rew_mean
5218304,0.0216,44.4100,-1.7500,76.6491
5246976,0.0216,43.2000,-1.5500,77.7388
5275648,0.0175,42.6400,-1.6500,78.4887
5304320,0.0216,45.0000,-1.8000,79.3786
5332992,0.0216,45.5600,-2.0500,76.2333
5361664,0.0526,45.7900,-2.1000,74.8704
5390336,0.0215,46.6900,-1.9500,75.0291
5419008,0.0155,46.4800,-2.0500,73.5798
5447680,0.0198,40.9200,-2.0500,71.7002
5476352,0.0216,40.9300,-1.8500,73.7225
5505024,0.0216,42.5300,-1.7000,77.2842
5533696,0.0825,46.2300,-1.8000,78.0791
5562368,0.0523,44.0300,-1.8000,77.9398
5591040,0.0201,44.6600,-1.7500,77.9174
5619712,0.0216,44.6900,-1.4500,80.3573
5648384,0.0526,43.8500,-1.5000,78.4346
5677056,0.0216,42.0200,-1.8000,75.1460
5705728,0.0835,42.2800,-2.1000,72.8516
5734400,0.0216,47.0500,-2.0000,78.1336
5763072,0.0217,46.0200,-1.7500,80.3481
5791744,0.1142,46.2500,-1.7000,81.2904
5820416,0.0216,47.2000,-1.5000,81.9650
5849088,0.0186,48.9100,-1.5000,81.6316
5877760,0.0807,46.4200,-1.7000,79.4218
5906432,0.0178,47.1300,-2.0000,76.7920
5935104,0.0167,45.0700,-1.9500,77.5663
5963776,0.0521,47.1600,-1.6000,81.8741
5992448,0.0216,46.4200,-1.5000,81.3326
6021120,0.0216,49.3700,-1.4500,82.3683
6049792,0.0813,49.3500,-1.6500,79.8596
6078464,0.0214,46.2400,-2.3500,73.5793
6107136,0.0216,44.9200,-2.4500,71.0724
6135808,0.0216,45.2200,-2.1000,76.1963
6164480,0.0829,46.2700,-1.8000,78.3323
6193152,0.0216,45.4200,-1.6000,79.9680
6221824,0.0216,45.3500,-1.6000,79.1847
6250496,0.0178,42.7100,-1.6500,77.8999
6279168,0.0216,43.3900,-1.9000,75.0203
6307840,0.0216,42.6400,-2.1000,73.8369
6336512,0.0494,45.6400,-1.8000,76.8278
6365184,0.0821,47.6300,-1.6500,79.7293
6393856,0.0185,51.2900,-1.5000,80.8448
6422528,0.0212,49.4900,-1.6500,79.3834
6451200,0.0494,49.9400,-1.6500,80.1499
6479872,0.0185,47.0000,-1.7000,79.8466
6508544,0.0525,46.4200,-1.6000,80.5711
6537216,0.0508,44.6600,-1.6000,79.6274
6565888,0.0183,46.5400,-1.4000,82.2686
6594560,0.0183,45.7000,-1.6500,79.1266
6623232,0.0208,45.6700,-1.7500,77.4234
6651904,0.0216,45.7200,-1.9500,75.1759
6680576,0.0216,43.8800,-1.8500,74.5941
6709248,0.0216,43.1000,-2.1000,73.7046
6737920,0.0216,44.8700,-2.2500,72.5590
6766592,0.0184,45.7700,-1.9500,75.8104
6795264,0.0216,44.2400,-1.9500,75.5437
6823936,0.0216,43.1700,-1.7000,77.5260
6852608,0.0213,45.5600,-1.5500,78.6583
6881280,0.0216,45.4800,-1.3500,80.4965
6909952,0.0494,43.5400,-1.5500,77.2903
6938624,0.0216,43.1800,-1.5500,77.9052
6967296,0.0216,45.0000,-1.6000,77.4083
6995968,0.0216,47.9700,-1.6000,78.5249
7024640,0.0515,47.1500,-1.6000,79.5095
7053312,0.0216,46.7300,-1.6000,79.5876
7081984,0.0521,46.2300,-1.5500,81.7124
7110656,0.0806,46.7300,-1.4000,81.6075
7139328,0.0463,44.7700,-1.8000,76.3680
7168000,0.0196,40.6400,-2.0000,75.0603
7196672,0.0185,42.7900,-1.9000,76.9482
7225344,0.0185,43.0000,-1.6000,80.4214
7254016,0.0196,51.0800,-1.1500,85.0231
7282688,0.0216,49.3500,-1.3500,83.8182
7311360,0.0833,49.2700,-1.3500,84.5129
7340032,0.0525,46.0600,-1.2500,85.0462
7368704,0.0525,45.8500,-1.2000,83.5941
7397376,0.0216,46.1700,-1.3500,80.3385
7426048,0.0216,45.8100,-1.4000,80.1604
7454720,0.0216,46.2100,-1.3000,82.1734
7483392,0.0216,46.6000,-1.2000,84.1899
7512064,0.0216,47.5300,-1.5500,81.8862
7540736,0.0216,46.3100,-1.7000,80.6348
7569408,0.0798,48.5100,-1.5500,80.9227
7598080,0.0170,51.6000,-1.1500,84.2764
7626752,0.0216,52.0600,-1.1000,84.2143
7655424,0.0208,50.4500,-1.1000,85.2245
7684096,0.0199,49.4400,-1.2000,84.7121
7712768,0.0216,49.1400,-1.3000,83.8470
7741440,0.0216,50.2700,-1.3000,82.8614
7770112,0.0196,47.9500,-1.4500,79.8370
7798784,0.0216,48.0400,-1.4500,78.5868
7827456,0.0211,50.2000,-1.5000,78.4940
7856128,0.0216,49.7300,-1.3000,81.5623
7884800,0.0216,52.3300,-1.0000,85.6384
7913472,0.0208,49.6700,-1.1000,85.1062
7942144,0.0216,47.4500,-1.4000,81.5235
7970816,0.0493,43.3500,-1.8000,78.6315
7999488,0.0185,43.9300,-1.5500,80.6083
8028160,0.0197,46.3500,-1.4000,81.0289
8056832,0.0801,48.9100,-1.1500,84.3246
8085504,0.0512,45.1000,-1.6500,77.8334
8114176,0.0198,44.2500,-1.6500,78.1502
8142848,0.0216,44.7000,-1.7000,77.5156
8171520,0.0216,46.0300,-1.5000,79.2400
8200192,0.0812,46.0700,-1.6000,78.6179
8228864,0.0496,48.7300,-1.2500,82.3492
8257536,0.0216,49.5900,-1.2500,82.9565
8286208,0.0503,48.5000,-1.4000,80.6858
8314880,0.0210,46.6800,-1.6000,79.4905
8343552,0.0524,48.2900,-1.6500,80.7872
8372224,0.0216,49.8900,-1.3500,84.5384
8400896,0.0216,48.9400,-1.7000,81.1773
8429568,0.0216,48.1600,-1.5000,82.3470
8458240,0.0216,46.9600,-1.7000,78.5150
8486912,0.0216,45.7500,-1.8000,75.6536
8515584,0.0832,45.8900,-1.8500,74.7522
8544256,0.0216,48.1100,-1.6000,77.8140
8572928,0.0209,48.0800,-1.6000,78.6949
8601600,0.0213,48.8500,-1.4000,80.9774
8630272,0.0524,48.5600,-1.2500,81.6422
8658944,0.0216,47.9300,-1.2500,81.9784
8687616,0.0216,44.7100,-1.6500,76.9526
8716288,0.0524,48.9300,-1.5500,80.9050
8744960,0.0170,51.9600,-1.4000,81.4811
8773632,0.0524,54.3900,-1.2000,85.1273
8802304,0.0196,52.1600,-1.3500,81.7522
8830976,0.0493,50.6100,-1.3500,81.7429
8859648,0.0216,50.0000,-1.3500,82.3263
8888320,0.0216,46.4900,-1.6500,76.8512
8916992,0.0806,46.1700,-1.6000,78.8212
8945664,0.0523,48.2900,-1.5000,80.9401
8974336,0.0523,47.9200,-1.4500,81.5017
9003008,0.0216,47.3600,-1.5500,80.3330
9031680,0.0216,48.4800,-1.3000,81.6097
9060352,0.0209,49.0000,-1.3500,83.0467
9089024,0.0523,50.6700,-1.3000,83.4947
9117696,0.0216,48.8800,-1.4500,81.1669
9146368,0.0190,48.9300,-1.3500,79.9007
9175040,0.0523,48.7900,-1.4000,79.2033
9203712,0.0209,48.7600,-1.3000,79.8154
9232384,0.0523,49.9200,-1.2500,82.2615
9261056,0.0211,48.0600,-1.3500,80.9352
9289728,0.0825,46.8600,-1.4500,80.3836
9318400,0.0523,45.1300,-1.4500,80.4013
9347072,0.0523,45.4900,-1.4500,80.1000
9375744,0.0206,44.9000,-1.6500,77.5474
9404416,0.0154,47.9600,-1.5500,79.2135
9433088,0.0212,48.5500,-1.7000,77.6652
9461760,0.0215,51.3100,-1.4500,79.9337
9490432,0.0215,51.7200,-1.5000,79.3586
9519104,0.0215,50.8400,-1.3500,80.0807
9547776,0.0215,48.5800,-1.4000,79.8306
9576448,0.0214,45.9300,-1.4500,77.5478
9605120,0.0523,48.0900,-1.3000,80.9870
9633792,0.0185,48.3200,-1.3500,81.0242
9662464,0.0523,51.6300,-1.3000,83.6940
9691136,0.0185,52.0000,-1.3500,83.4336
9719808,0.0213,53.8600,-1.2500,86.3975
9748480,0.0492,55.4800,-1.2000,86.5682
9777152,0.0186,53.2900,-1.4000,81.9563
9805824,0.0215,51.2600,-1.4000,80.0301
9834496,0.0185,52.4200,-1.3500,80.9630
9863168,0.0215,54.0000,-1.1500,84.5598
9891840,0.0215,51.2500,-1.4000,81.2790
9920512,0.0207,48.9000,-1.5000,79.7611
9949184,0.0215,46.7200,-1.6000,79.2686
9977856,0.0207,49.3200,-1.5000,79.4574
10006528,0.0215,49.2400,-1.7000,78.5616
