Episode,Return,Coverage,Steps
1,1031.9350179569299,53.70312499999999,400
2,576.5688711258522,28.578125,400
3,192.15861873485133,13.859374999999998,400
4,1063.0888974490722,55.40625,400
5,1213.5789321881355,62.53125000000001,400
6,665.7768943743835,38.046875,400
7,827.4858058614082,42.703125,400
8,1109.9779981273434,56.95312500000001,400
9,908.7574175964346,45.578125,400
10,1112.523526781018,56.1875,400
11,1058.894448724536,54.53125,400
12,1002.9000000000021,51.59375000000001,400
13,1235.200490243205,65.046875,400
14,1056.7098300562511,56.46875,400
15,765.9098300562523,40.765625,400
16,1293.9902277713552,66.125,400
17,1148.021500391914,60.109375,400
18,994.5735267810181,52.26562500000001,400
19,1119.9086187348516,58.25,400
20,1219.9913786156876,63.765625,400
21,1103.5144660940687,58.046875,400
22,950.0431457505107,50.796875,400
23,324.70000000000135,20.15625,400
24,1002.3298467455459,52.76562500000001,400
25,578.2921134470703,32.640625,400
26,1127.8402277713549,58.5,400
27,942.0377223398335,53.625,400
28,1376.1009804864075,71.125,400
29,1055.4921134470703,57.67187499999999,400
30,854.7786796564411,43.4375,400
31,908.8065835097487,51.234375,400
32,950.9098300562517,51.20312500000001,400
33,846.3188711258513,47.921875,400
34,836.2377223398338,47.921875,400
35,843.7444487245393,48.953125,400
36,910.4958980337519,49.125,400
37,1413.927998127343,74.796875,400
38,935.2500000000007,51.40625,400
39,1124.258618734853,60.484375,400
40,840.8688611699192,47.8125,400
41,306.42867965644155,18.859375,400
42,1130.9823079691655,59.56249999999999,400
43,1563.58580586141,81.984375,400
44,1084.1188611699163,60.09375,400
45,1197.6000000000029,64.109375,400
46,772.6476500446437,43.25,400
47,1273.4000000000015,66.1875,400
48,1345.85994505536,71.359375,400
49,415.7948751620478,24.953125,400
50,1593.0574175964332,83.75,400
51,1575.018871125853,83.09375,400
52,1530.783009433972,79.390625,400
53,1358.3639320225009,69.859375,400
54,1414.8458980337498,72.140625,400
55,1318.8307975947998,67.765625,400
56,1524.8988373664804,79.578125,400
57,1565.3345240525794,81.390625,400
58,1239.4342268941361,63.92187499999999,400
59,980.8586187348511,52.296875,400
60,1355.4402277713548,73.265625,400
61,1024.984927093634,57.265625,400
62,1499.7421134470692,79.28125,400
63,1393.47867965644,72.640625,400
64,1609.3910894683615,82.671875,400
65,1007.8576118445757,52.26562500000001,400
66,1295.8488373664818,71.359375,400
67,1325.6500000000008,70.0,400
68,459.89843788128746,31.8125,400
69,1384.6768943743823,71.234375,400
70,1347.7944487245384,69.796875,400
71,927.5755710991039,49.09375,400
72,1396.3377223398315,72.796875,400
73,1358.4342268941366,70.6875,400
74,1372.8500000000004,72.28125,400
75,1469.599264745633,77.765625,400
76,935.3298467455473,50.34375,400
77,1063.1292027106072,53.71875000000001,400
78,848.3188711258528,47.859375,400
79,696.2880962103118,37.890625,400
80,1352.8902277713541,70.609375,400
81,433.03889744907315,24.875,400
82,1364.9546389828117,71.359375,400
83,1306.6586187348526,68.515625,400
84,1149.287570577414,61.546875,400
85,1206.4586187348518,63.81250000000001,400
86,1512.1768943743853,78.578125,400
87,1128.8860389693223,60.18750000000001,400
88,1036.1845240525777,57.375,400
89,540.2672374697044,32.234375,400
90,1362.0500000000006,69.890625,400
91,1608.1000000000001,82.140625,400
92,1349.5397503240938,70.984375,400
93,1366.25,70.875,400
94,791.7921134470699,42.75,400
95,1349.0379126518694,69.359375,400
96,1322.618871125852,70.3125,400
97,1084.8139320225032,56.203125,400
98,1257.255852885974,69.0,400
99,1112.0684726928812,57.46875,400
100,1525.8074175964332,80.984375,400
101,1320.2188711258511,67.953125,400
102,1228.9401551863784,62.70312500000001,400
103,1476.8845240525793,79.125,400
104,1100.5599450553614,58.34375000000001,400
105,628.684524052578,36.71875,400
106,650.0215728752556,36.0625,400
107,1339.9778640450027,72.46875,400
108,180.23844718719263,13.750000000000002,400
109,170.55741759643394,14.328125,400
110,170.0074175964334,10.078125,400
111,1397.575571099104,79.421875,400
112,1018.2448751620485,58.75,400
113,1503.9421134470701,83.453125,400
114,1508.6472243622688,82.390625,400
115,1352.0148351928672,72.328125,400
116,985.4286796564422,55.84375,400
117,1467.1377223398313,76.5625,400
118,1700.9273194914072,90.609375,400
119,1400.9330094339728,74.03125,400
120,688.0098300562531,40.625,400
121,1463.9235273213774,75.25,400
122,1419.7943058495823,74.609375,400
123,921.500000000002,48.0625,400
124,1241.1948751620494,70.421875,400
125,1112.1778640450018,62.07812499999999,400
126,1339.5268943743845,71.9375,400
127,1397.1992647456336,73.671875,400
128,1001.1991228745057,53.84375,400
129,364.8948751620476,20.921875,400
130,1482.14722436227,79.546875,400
131,457.94589803375277,27.296875,400
132,1605.2358058614093,83.609375,400
133,1207.6144660940688,66.953125,400
134,1386.0737620787518,72.359375,400
135,1221.7139320225006,63.96875,400
136,1279.7902277713558,67.40625,400
137,1467.9913786156897,76.640625,400
138,1416.4988373664808,75.796875,400
139,1386.159830056252,74.8125,400
140,1610.4984378812853,83.3125,400
141,1629.4188711258535,84.6875,400
142,1443.4750621894411,75.09375,400
143,1344.7521849295076,68.640625,400
144,1516.3291679679387,78.421875,400
145,1537.927998127343,81.59375,400
146,1215.8037780052778,64.640625,400
147,1504.8092291538665,81.9375,400
148,1213.8565835097502,64.140625,400
149,1671.6791679679372,88.84375,400
150,1031.1377223398338,55.21875000000001,400
151,1408.0598300562547,78.3125,400
152,1485.4074175964317,79.234375,400
153,1560.1598300562528,86.890625,400
154,1254.111220836786,67.21875,400
155,1701.650000000002,91.125,400
156,1519.8509804864093,79.265625,400
157,1472.0148351928667,79.3125,400
158,1453.747224362269,75.25,400
159,1687.5698901107226,88.109375,400
160,1527.39589803375,83.09375,400
161,660.5984378812873,41.359375,400
162,1540.7444487245375,80.71875,400
163,1581.3172374697037,82.40625,400
164,1391.7421134470699,76.78125,400
165,1323.9410894683633,69.0,400
166,1598.369660112502,82.515625,400
167,1377.83362702479,73.4375,400
168,1414.587912651871,72.703125,400
