Episode,Return,Coverage,Steps
1,463.1148351928666,24.703125,400
2,183.10741759643398,10.671875,400
3,479.91393202250146,26.546874999999996,400
4,722.4877223398328,39.09375,400
5,464.2484378812847,24.765625,400
6,807.1268943743831,40.5625,400
7,1243.526894374383,63.64062499999999,400
8,1059.650000000003,55.90625,400
9,294.5586187348524,17.015625,400
10,913.7273194914078,48.546875,400
11,806.9476500446418,42.21875,400
12,791.677998127342,40.75,400
13,1072.0000000000005,54.0,400
14,400.348437881284,18.96875,400
15,618.0279981273427,31.953125,400
16,1267.8255710991048,65.40625,400
17,1401.5059962546836,72.46875,400
18,1247.6944487245369,63.42187500000001,400
19,1280.9504902432034,65.609375,400
20,1026.8958980337509,52.03124999999999,400
21,397.40735931288236,22.59375,400
22,1351.6444487245376,70.21875,400
23,1497.5336270247885,77.40625,400
24,1186.69883736648,60.68750000000001,400
25,314.91887112585226,17.890625,400
26,1539.7000000000003,79.984375,400
27,824.2098300562516,44.46875,400
28,898.14211344707,46.96875,400
29,1095.7648351928658,56.8125,400
30,1563.7492647456327,80.171875,400
31,1594.1144660940677,82.921875,400
32,1180.2099450553612,62.25000000000001,400
33,1054.4444487245369,54.453125,400
34,1572.4321655761921,82.609375,400
35,1238.929846745545,64.59375,400
36,1469.1000000000013,76.59375,400
37,1607.3279981273424,86.1875,400
38,1467.6000000000013,76.71875,400
39,1393.4286796564418,71.34375,400
40,1471.2188611699155,78.796875,400
41,773.9958980337526,45.59375,400
42,1581.945898033752,84.515625,400
43,1477.6639320225017,78.984375,400
44,1483.3188611699168,80.5625,400
45,1536.0458980337523,81.984375,400
46,1247.2333518108155,68.84375,400
47,1507.8488373664807,84.9375,400
48,1236.8921134470706,69.6875,400
49,42.30741759643337,11.015625,400
50,1308.8644660940706,74.625,400
51,1522.9139320225029,85.15625,400
52,1033.0845240525798,61.703125,400
53,1541.2004902432066,87.671875,400
54,1101.68578643763,63.234375,400
55,1519.1500000000026,82.875,400
56,1140.3574175964345,67.703125,400
57,1384.157417596433,75.59375,400
58,1262.4377223398349,72.671875,400
59,1459.309945055362,83.96875,400
60,790.5644660940693,48.453125,400
61,1222.9074175964354,71.421875,400
62,1212.0688711258526,67.359375,400
63,968.095898033752,56.00000000000001,400
64,1493.657417596435,84.40625,400
65,1475.190227771354,82.09375,400
66,1191.4488373664806,64.5625,400
67,1125.5190481051563,65.796875,400
68,1490.5574175964327,82.046875,400
69,1592.4845240525792,85.75,400
70,851.0286796564427,52.6875,400
