Episode,Return,Coverage,Steps
1,833.8000000000011,43.953125,400
2,724.7755710991025,37.578125,400
3,594.5074175964346,32.625,400
4,428.8755710991026,25.28125,400
5,465.7565835097484,25.203125,400
6,575.3698901107217,30.40625,400
7,404.7573593128809,23.109375,400
8,823.6343902290595,41.640625,400
9,432.19765004464045,23.34375,400
10,740.1500000000005,37.6875,400
11,450.03452405257815,25.78125,400
12,573.7586187348514,31.6875,400
13,590.9468757625679,32.21875,400
14,1035.8830094339733,53.87499999999999,400
15,560.1458980337533,30.15625,400
16,308.7000000000001,17.328125,400
17,678.9492647456333,34.140625,400
18,897.6488373664794,48.875,400
19,639.5921134470684,35.46875,400
20,578.8000000000008,28.578125,400
21,1245.9599450553608,65.3125,400
22,1270.395898033751,67.109375,400
23,1242.3999999999987,64.34375,400
24,1411.73216557619,73.265625,400
25,892.0988373664787,47.546875,400
26,1171.2902277713545,60.84375,400
27,1316.8444487245367,68.28125,400
28,715.2345240525781,38.984375,400
29,1196.1476500446415,61.984375,400
30,925.2223074309328,49.140625,400
31,1340.8099450553607,69.40625,400
32,1500.0765586478076,78.9375,400
33,184.52544467966416,13.078124999999998,400
34,1253.1877223398324,66.9375,400
35,1138.2484378812865,61.453125,400
36,1111.5279981273418,59.23437499999999,400
37,1118.7750621894445,60.875,400
38,1143.1500000000021,60.671875,400
39,1158.7958980337519,62.53125000000001,400
40,788.1444487245383,42.046875,400
41,1233.4458980337513,64.953125,400
42,1688.2037780052756,88.1875,400
43,1250.2500000000011,66.4375,400
44,1326.1000000000013,71.65625,400
45,1320.8849270936337,69.9375,400
46,671.3099450553633,36.875,400
47,1626.125571099104,85.0,400
48,953.6399774266672,53.0625,400
49,1520.664466094066,79.609375,400
50,1460.7139320225006,76.78125,400
51,1714.2188711258523,89.15625,400
52,1630.4948751620475,85.875,400
53,1568.3279981273417,83.0,400
54,1403.9215728752545,72.953125,400
55,967.342893218816,55.96875,400
56,1500.3537780052766,79.40625,400
57,1434.7448751620475,75.34375,400
58,1691.4786796564424,88.90625,400
59,1580.1773194914058,81.625,400
60,1631.3845240525795,86.953125,400
61,1690.7417960675016,90.25,400
62,987.0444487245373,52.78125,400
63,1621.9410894683633,85.28125,400
64,1494.457359312883,77.796875,400
65,1696.988642227228,89.65625,400
66,1409.334524052579,72.390625,400
67,1575.8144660940698,82.984375,400
68,1639.751470729611,85.234375,400
69,1762.4188611699146,91.203125,400
70,970.8916730868061,52.625,400
71,1540.5004902432033,80.71875,400
72,1724.3421134470675,89.828125,400
73,1632.8500000000013,86.09375,400
74,1600.9178754017148,85.015625,400
75,1506.0644660940693,80.3125,400
76,1672.7735267810185,86.984375,400
77,1445.8958980337513,76.515625,400
78,1665.3188611699159,88.78125,400
79,1274.4492647456334,66.78125,400
80,1411.3500000000008,76.15625,400
81,1723.178932188137,91.703125,400
82,1673.7198721596721,87.140625,400
83,1662.6879126518709,87.59375,400
84,1521.0500000000045,82.265625,400
85,1275.4000000000049,70.484375,400
86,1602.9443058495815,85.203125,400
87,1603.7336270247886,84.8125,400
88,1637.5215728752578,87.34375,400
89,1553.186121811343,83.828125,400
90,1442.5144660940678,78.140625,400
91,1589.6292027106049,82.890625,400
92,1516.066965626343,80.34375,400
93,1599.4307975948,86.109375,400
94,158.6599450553603,17.5625,400
95,1570.9502525316955,84.25,400
96,1390.075062189442,76.9375,400
97,1336.0754446796643,71.9375,400
98,1632.2379126518713,85.59375,400
99,724.607359312884,43.234375,400
100,1606.4750621894402,86.625,400
101,1610.0509804864107,88.359375,400
102,1162.2491228745077,65.984375,400
103,1414.0402277713563,78.09375,400
104,1331.7653415615737,73.59375,400
105,1543.9092291538652,81.75,400
106,1585.7492647456343,84.1875,400
107,92.1773194914067,13.671875,400
108,1623.1014707296113,86.828125,400
109,1428.8686617491849,76.609375,400
110,1512.9320281894095,81.6875,400
111,1415.5944487245374,77.3125,400
112,1588.6910894683654,85.578125,400
113,1553.3188611699172,82.984375,400
114,1501.1735267810197,83.0625,400
115,1546.6698901107206,84.546875,400
116,1547.7715728752548,82.15625,400
117,1608.8491228745074,86.40625,400
118,1332.8458980337527,71.6875,400
119,1452.168661749186,80.859375,400
120,1651.4999999999995,86.890625,400
121,1329.1448751620474,70.96875,400
122,1663.2488373664783,88.53125,400
123,1654.4566036193876,87.65625,400
124,1614.4599450553612,85.859375,400
125,1591.6488373664815,83.203125,400
126,1592.061680731722,86.625,400
127,1575.6021849295064,83.21875,400
128,1447.5410894683623,77.546875,400
129,1505.1830094339746,79.25,400
130,1395.014835192866,76.203125,400
