Episode,Return,Coverage,Steps
1,129.67786404500163,7.953125,400
2,346.8877223398322,22.90625,400
3,648.2639320225024,32.875,400
4,443.00994505536136,21.546875,400
5,675.1278640450009,33.671875,400
6,932.6377223398331,47.5,400
7,1049.2064834275404,54.078125,400
8,972.8289321881357,50.375,400
9,763.2379126518705,39.828125,400
10,925.9792027106039,46.625,400
11,537.5476500446412,27.015625,400
12,951.8976500446412,50.18749999999999,400
13,805.1598300562513,40.828125,400
14,288.50049024320504,13.859374999999998,400
15,547.0500000000013,28.578125,400
16,1015.9991228745058,51.76562500000001,400
17,950.4644660940684,48.46875,400
18,636.8000000000006,35.296875,400
19,943.6845240525787,49.0,400
20,615.8000000000008,32.828125,400
21,250.7877223398325,16.890625,400
22,906.0845240525789,48.21875,400
23,873.773187976465,45.765625,400
24,900.4223074309328,46.53125,400
25,294.4000000000008,19.140625,400
26,940.0377422517018,48.390625,400
27,561.700252531695,31.125000000000004,400
28,463.47867965644184,24.5625,400
29,892.498437881284,45.125,400
30,773.5991228745053,38.953125,400
31,1058.8000000000015,54.578125,400
32,780.7286796564423,40.859375,400
33,655.9807975947987,33.46875,400
34,615.8144660940691,32.09375,400
35,966.4492647456326,49.03125,400
36,1088.8723074309314,55.25,400
37,626.1402277713538,32.0,400
38,875.4944487245376,47.15625,400
39,695.399264745634,35.796875,400
40,884.6190481051552,45.265625,400
41,834.3916730868057,42.28125,400
42,1116.6065835097488,57.39062499999999,400
43,821.040227771355,42.796875,400
44,950.8035721577335,50.28125,400
45,996.3402277713539,51.65625,400
46,961.0139320225019,48.859375,400
47,1196.2901551863788,62.890625,400
48,915.0416730868045,47.59375,400
49,985.6684726928806,49.734375,400
50,1516.2025864952564,78.53125,400
51,652.068871125852,33.078125,400
52,1297.4223074309325,67.1875,400
53,1197.4991228745046,60.75000000000001,400
54,1299.9857864376265,66.171875,400
55,1175.2172374697025,59.45312499999999,400
56,1375.1754446796651,70.671875,400
57,1020.0639320225009,52.515625,400
58,1542.748198344414,79.875,400
59,1422.9499999999991,73.09375,400
60,593.1484378812867,32.265625,400
61,1395.9279981273423,71.546875,400
62,1082.65,55.359375,400
63,1254.0500000000002,64.140625,400
64,1151.8688611699174,59.203125,400
65,1087.9188711258528,56.39062500000001,400
66,1405.8778640450007,72.625,400
67,1059.3000000000013,54.734375,400
68,1254.2000000000007,64.78125,400
69,1364.5509804864087,70.96875,400
70,1249.564466094068,63.828125,400
71,1208.2475134127305,63.234375,400
72,1488.2499999999995,76.265625,400
73,1184.7877422517029,64.515625,400
74,1200.8139320225016,63.5625,400
75,1576.6397503240944,81.5,400
76,1144.7504902432033,58.984375,400
77,1225.1584770132033,62.29687499999999,400
78,1672.6074175964357,88.34375,400
79,1580.0074175964335,80.765625,400
80,1605.8330094339751,85.375,400
81,1419.6910894683638,73.0625,400
82,1120.6377223398313,57.546875,400
83,1339.891796067501,69.890625,400
84,887.2644660940692,46.453125,400
85,1481.5948751620458,76.53125,400
86,1673.1715728752556,87.578125,400
87,1638.6410894683638,85.453125,400
88,1421.484524052578,74.71875,400
89,1519.4999999999995,81.28125,400
90,1306.9384471871917,69.0,400
91,1756.5988373664818,91.9375,400
92,800.3458980337517,42.9375,400
93,1435.7884471871932,76.75,400
94,1609.0804555427073,83.84375,400
95,1504.4991228745052,79.21875,400
96,1705.4065835097501,88.8125,400
97,1446.8617977051265,75.953125,400
98,1634.8976500446408,84.890625,400
99,1582.0653415615748,82.5625,400
100,1673.7292027106043,87.703125,400
101,1044.3988373664802,58.01562500000001,400
102,1616.8504902432062,86.6875,400
103,1628.5500000000034,84.765625,400
104,1657.2198721596708,88.1875,400
105,1709.981966011253,91.1875,400
106,1307.9144660940685,71.40625,400
107,1575.4845240525801,81.296875,400
108,1488.7798467455455,79.84375,400
109,1610.9881257919212,84.328125,400
110,1593.6330094339705,85.375,400
111,1154.7944487245381,63.625,400
112,1628.3227507999513,86.5,400
113,1656.9973686235128,85.828125,400
114,1619.8521849295084,84.84375,400
115,1485.158618734853,79.109375,400
116,336.69487516204805,21.828125,400
117,1540.8965120994385,83.046875,400
118,1376.669872159672,72.453125,400
119,1118.4092291538666,58.359375,400
120,1452.450490243203,78.421875,400
121,1699.0617977051284,88.453125,400
122,1640.3360389693219,87.03125,400
123,1581.605728090001,82.203125,400
124,1366.7458980337549,80.8125,400
125,1582.2139320225028,83.1875,400
126,1627.1975134127304,84.484375,400
127,1365.4402277713552,71.953125,400
128,1326.2972243622703,73.484375,400
129,1597.0639320225025,89.859375,400
130,1575.2410894683633,84.171875,400
131,1457.563932022503,81.5625,400
132,1382.7910894683646,78.46875,400
133,1546.8491228745063,86.203125,400
134,1696.100252531695,89.640625,400
135,1505.356583509748,84.171875,400
136,1511.7853068170375,80.796875,400
137,1498.3188611699197,83.9375,400
138,1661.5967221921333,86.9375,400
139,1355.8286796564446,78.1875,400
140,1007.734524052581,60.34374999999999,400
141,1599.7500000000005,86.515625,400
142,1690.3688711258508,90.65625,400
143,1675.9470535620344,91.328125,400
144,1439.7500000000011,78.71875,400
145,1003.3345240525846,66.734375,400
146,1303.3000000000006,71.625,400
147,1515.6754446796667,82.796875,400
148,1421.7144660940671,77.6875,400
149,1460.3105897019523,80.53125,400
150,1647.1289321881366,85.34375,400
151,1414.9754446796644,75.65625,400
152,994.1000000000031,56.78125000000001,400
153,1391.994875162051,78.53125,400
154,1629.8678754017142,86.96875,400
155,1537.7291679679388,82.640625,400
156,-88.64258240356696,8.171875,400
157,1355.9653415615767,78.390625,400
158,1618.6448751620496,86.4375,400
159,1536.459945055361,86.421875,400
160,675.506583509749,38.765625,400
161,1579.4444487245369,85.4375,400
162,1584.5755710991014,86.96875,400
163,1373.4692450142543,76.203125,400
164,619.8877223398355,41.390625,400
165,1540.0853068170372,85.40625,400
166,1627.7336270247908,86.4375,400
167,1604.2009804864103,85.078125,400
168,1331.1565835097492,75.953125,400
169,1641.0565835097466,89.15625,400
170,1595.5491228745045,88.796875,400
171,1468.8298467455465,81.34375,400
172,1639.3291679679376,89.03125,400
173,1469.0307975948008,87.34375,400
174,1466.9009804864104,82.015625,400
175,686.3215728752597,42.828125,400
176,1279.34314575051,76.703125,400
177,1405.6000000000038,80.875,400
178,1467.4537887487675,82.8125,400
179,1489.3886422272308,82.203125,400
180,1186.5144660940687,67.71875,400
181,1620.3991228745065,88.28125,400
182,1212.7944487245381,68.6875,400
183,1528.9009804864106,86.828125,400
184,1439.4648351928668,81.390625,400
185,1315.6565835097501,73.53125,400
186,1754.7402277713566,92.359375,400
187,1403.935805861411,83.25,400
188,1459.3254446796664,81.640625,400
189,1003.6188611699206,62.453125,400
190,1435.9779981273439,80.0625,400
191,54.74843788128419,19.34375,400
192,1482.9169656263427,82.5,400
193,1145.990227771355,65.875,400
194,1580.3000000000015,82.53125,400
195,1459.8073593128836,78.3125,400
196,1412.91446609407,76.25,400
197,1655.406583509749,90.9375,400
198,1590.3377223398347,87.5625,400
199,1398.4002525316964,78.828125,400
200,1128.0086187348568,70.984375,400
201,1703.4344057865069,89.578125,400
202,1462.39722436227,81.9375,400
203,1407.5910894683634,77.109375,400
204,1627.0037780052796,85.921875,400
205,1493.5421134470673,84.953125,400
206,1401.897650044643,77.96875,400
207,1509.9098300562532,80.53125,400
208,1436.1289321881393,82.5625,400
209,1649.0916730868053,84.28125,400
210,1586.5514707296138,82.796875,400
211,1595.4653415615737,86.875,400
212,1701.2500000000032,89.421875,400
213,1681.4943058495808,87.328125,400
214,1590.5476500446428,87.015625,400
215,1580.8345240525814,88.734375,400
216,1337.9984378812846,75.0625,400
217,1563.6502525316942,86.75,400
218,1478.9500000000037,85.6875,400
219,1530.709830056253,82.40625,400
220,1403.9988373664803,80.78125,400
221,1638.4491228745062,87.625,400
222,1173.8798467455483,67.59375,400
223,1642.8992647456362,86.359375,400
224,1114.5188611699195,66.65625,400
225,1520.5678754017158,80.59375,400
226,1624.8509804864077,85.484375,400
227,1393.1291679679398,76.84375,400
228,1535.0505050633878,81.0,400
229,1581.6845240525738,82.46875,400
230,1115.2845240525778,61.828125,400
231,1579.400980486409,84.21875,400
232,1541.2416730868083,90.21875,400
233,1637.0190481051563,87.25,400
234,1516.94211344707,80.5625,400
235,1404.631397704062,72.859375,400
236,1529.6653415615765,83.4375,400
237,1404.9992647456359,78.359375,400
238,1511.4722527893002,84.734375,400
239,1604.5066133775524,82.9375,400
240,1474.1768943743832,81.84375,400
241,1447.244614861864,78.625,400
242,1390.1153415615745,75.203125,400
243,1511.8948751620474,80.796875,400
244,1143.6384471871957,67.578125,400
245,297.5574175964342,23.921875,400
246,1512.4065835097495,83.359375,400
247,1441.8958980337532,81.46875,400
248,1464.4279981273446,82.765625,400
249,1492.3958980337522,81.3125,400
250,1342.6065835097486,76.84375,400
251,1593.1798467455453,86.15625,400
252,1486.6476500446418,82.96875,400
253,1421.0169656263452,82.328125,400
254,1377.4349270936336,77.4375,400
255,56.61446609406745,10.859375,400
256,1550.2057280900033,80.765625,400
257,599.5458980337546,36.53125,400
258,1688.9184726928784,89.09375,400
259,1473.7084054212112,85.703125,400
260,1592.8694858273232,82.703125,400
261,1532.3648351928687,83.1875,400
262,1490.006583509749,84.046875,400
263,1582.7279981273423,86.046875,400
264,1636.1381019791866,86.171875,400
265,1638.949028301916,86.46875,400
266,1661.8991228745062,86.75,400
267,1656.0488373664798,85.0625,400
268,1032.0678312387647,53.890625,400
269,1441.5686617491851,75.296875,400
270,1684.177998127342,86.9375,400
271,1410.897753092619,75.90625,400
272,1265.705189949795,72.203125,400
273,1679.8014707296102,86.59375,400
274,1312.800505063389,68.265625,400
275,1692.2509804864098,88.6875,400
276,1586.3291679679382,85.578125,400
277,1445.6379126518675,77.6875,400
278,1640.3778640450028,89.046875,400
279,1476.9458980337524,81.5625,400
280,1444.4845240525788,83.484375,400
281,1679.8773824700752,88.1875,400
282,1598.0500000000027,84.796875,400
283,1538.5573593128831,83.375,400
284,1592.0298467455473,86.90625,400
285,1482.2644660940696,83.03125,400
286,1518.8254446796666,81.390625,400
287,1657.9019609728152,85.46875,400
288,1204.0000000000057,71.546875,400
289,1673.6537887487666,87.09375,400
290,1549.6410894683625,84.234375,400
291,1424.2255710991042,80.140625,400
292,1211.0754446796636,63.28125,400
293,1695.3984378812854,91.453125,400
294,467.5944487245389,29.796875,400
295,1359.0648351928683,74.453125,400
296,1284.6884471871927,67.671875,400
297,1339.2972243622721,77.515625,400
298,284.3755710991029,23.90625,400
299,1647.4323079691649,85.234375,400
300,1548.200124378879,79.09375,400
301,114.6944487245371,16.390625,400
302,1594.586121811342,83.1875,400
303,1575.79211344707,90.328125,400
304,1541.0509804864112,85.53125,400
305,1510.3083351860116,86.1875,400
306,1630.2292027106057,84.625,400
307,1610.1565835097495,89.359375,400
308,1685.4537887487659,90.34375,400
309,1670.608335186009,88.0625,400
310,1252.88501795693,66.828125,400
311,1320.8984378812845,71.53125,400
312,1645.5273194914066,84.765625,400
313,1488.544558830149,79.09375,400
314,1640.9792027106048,85.640625,400
315,1450.401470729612,77.984375,400
316,1316.821572875257,75.921875,400
317,1639.0584770132052,89.5625,400
318,1463.173527321379,80.09375,400
319,1619.818472692882,85.015625,400
320,1699.5493902665721,87.09375,400
321,1709.0024884451361,87.875,400
322,1314.1653415615758,73.25,400
323,1191.7755710991057,62.265625,400
324,1542.8500000000024,86.890625,400
325,1644.1188711258521,86.1875,400
326,1461.3599450553609,74.609375,400
327,1481.4807975948002,76.265625,400
328,1575.6757716343416,82.328125,400
329,1411.1872877894887,73.4375,400
330,1634.302488445137,84.421875,400
331,1780.0379126518724,93.296875,400
332,1437.018472692881,76.21875,400
333,1401.3500000000013,80.890625,400
334,1406.000000000001,80.109375,400
335,1531.4291679679397,86.34375,400
336,1781.502941459223,91.609375,400
337,1598.2000000000028,82.984375,400
338,1642.5791847198325,85.734375,400
339,1533.8910894683634,87.875,400
340,1426.9291679679375,78.703125,400
341,1692.465341561575,90.5625,400
342,1576.201470729613,82.921875,400
343,1568.5754446796666,82.84375,400
344,1245.7279981273427,71.953125,400
345,267.9574175964338,23.734375,400
346,1449.100000000005,86.28125,400
347,1590.0672374697035,83.0,400
348,1543.3399774266675,86.078125,400
349,1235.5754446796645,68.078125,400
350,1727.6434443842675,92.765625,400
351,1526.915341561576,84.296875,400
352,1623.3823079691665,85.53125,400
353,1569.9172374697043,82.71875,400
354,1588.9349270936352,87.453125,400
355,1604.976894374384,87.15625,400
356,1506.553778005274,81.265625,400
357,1530.4910110988292,82.546875,400
358,1641.414466094072,91.71875,400
359,1558.4499999999996,79.828125,400
360,1487.8235273213766,77.734375,400
361,1569.1879126518716,81.546875,400
362,1623.5410894683641,87.5,400
363,1688.8105897019507,87.78125,400
364,1522.7298467455444,80.53125,400
365,1569.7943058495816,85.28125,400
366,1544.9574175964349,85.15625,400
367,608.5849270936351,36.546875,400
368,1652.299122874506,87.5625,400
369,1629.9096934910897,86.21875,400
370,1417.1514707296112,75.765625,400
371,1481.8944487245387,79.203125,400
372,1535.1648351928675,83.078125,400
373,1531.1444487245394,85.625,400
374,1583.878932188135,84.8125,400
375,1596.5944487245354,83.46875,400
376,1502.1084054212085,80.6875,400
377,1655.007611844578,87.59375,400
378,1613.6059962546835,84.21875,400
379,1413.850000000001,73.859375,400
380,1517.3377223398338,83.15625,400
381,1615.8723304703383,85.484375,400
382,1523.456583509749,82.09375,400
383,1671.952586495258,86.734375,400
384,1544.8148351928671,84.6875,400
385,1565.134524052581,85.9375,400
386,726.4791679679369,38.34375,400
387,1575.74765004464,86.265625,400
388,1635.4899774266644,85.125,400
389,1789.2877422517038,93.046875,400
390,1706.4375078027488,88.84375,400
391,1589.7789321881344,81.109375,400
392,1375.2992647456342,71.53125,400
393,1543.8323079691643,80.359375,400
394,1775.8388974490713,91.0625,400
395,1632.038897449072,84.28125,400
396,1459.0462815630904,80.515625,400
397,1670.3778640450025,91.203125,400
398,1589.5573542137543,86.625,400
